angolo,distanza,x,y
103.81,77.88,-18.59,75.63
104.76,76.53,-19.50,74.01
105.71,76.11,-20.61,73.26
106.67,75.57,-21.67,72.39
107.62,75.48,-22.85,71.94
108.57,75.46,-24.03,71.53
109.52,75.48,-25.23,71.14
110.48,75.48,-26.40,70.71
111.43,75.48,-27.58,70.26
112.38,75.39,-28.71,69.72
113.33,75.29,-29.82,69.14
114.29,74.87,-30.79,68.24
115.24,75.31,-32.11,68.12
116.19,75.39,-33.28,67.65
117.14,75.38,-34.39,67.08
118.10,75.38,-35.50,66.50
119.05,75.38,-36.60,65.90
120.00,75.46,-37.73,65.35
120.95,75.48,-38.82,64.73
121.90,75.04,-39.66,63.70
122.86,75.04,-40.71,63.03
123.81,62.22,-34.62,51.70
124.76,75.04,-42.78,61.65
125.71,75.04,-43.80,60.93
126.67,62.65,-37.41,50.25
127.62,75.38,-46.01,59.71
128.57,75.38,-47.00,58.93
129.52,61.40,-39.08,47.36
130.48,60.98,-39.58,46.39
131.43,60.57,-40.08,45.41
132.38,61.97,-41.77,45.77
133.33,61.54,-42.23,44.76
134.29,75.55,-52.75,54.08
135.24,75.57,-53.65,53.21
136.19,75.63,-54.58,52.36
137.14,75.65,-55.46,51.46
138.10,76.09,-56.63,50.82
139.05,76.18,-57.53,49.93
140.00,76.28,-58.43,49.03
140.95,76.70,-59.57,48.32
141.90,76.26,-60.02,47.05
142.86,76.30,-60.82,46.07
143.81,75.84,-61.20,44.78
144.76,76.26,-62.29,44.00
145.71,75.75,-62.59,42.67
146.67,75.74,-63.28,41.62
147.62,75.75,-63.97,40.57
148.57,75.84,-64.71,39.54
149.52,75.92,-65.43,38.51
150.48,76.18,-66.29,37.54
151.43,76.36,-67.06,36.52
152.38,76.53,-67.81,35.48
153.33,67.81,-60.60,30.43
154.29,76.43,-68.86,33.16
155.24,76.45,-69.42,32.02
156.19,76.45,-69.94,30.86
157.14,76.45,-70.45,29.70
158.10,76.89,-71.34,28.69
159.05,76.98,-71.89,27.53
160.00,65.72,-61.76,22.48
160.95,77.15,-72.92,25.18
161.90,63.90,-60.74,19.85
162.86,65.28,-62.38,19.24
163.81,65.30,-62.71,18.21
164.76,79.99,-77.17,21.02
165.71,86.89,-84.20,21.44
166.67,77.96,-75.86,17.98
167.62,86.99,-84.97,18.65
168.57,63.90,-62.64,12.66
169.52,64.18,-63.11,11.67
170.48,63.48,-62.60,10.50
171.43,62.76,-62.06,9.35
172.38,62.51,-61.96,8.29
173.33,62.08,-61.66,7.21
174.29,61.93,-61.62,6.17
175.24,61.42,-61.21,5.10
176.19,61.54,-61.40,4.09
177.14,61.39,-61.31,3.06
178.10,61.10,-61.06,2.03
179.05,60.55,-60.55,1.01
180.00,60.98,-60.98,-0.00
180.95,60.84,-60.83,-1.01
181.90,60.84,-60.81,-2.02
182.86,60.26,-60.19,-3.00
183.81,60.55,-60.42,-4.02
184.76,60.13,-59.92,-4.99
185.71,60.42,-60.12,-6.02
186.67,60.42,-60.01,-7.01
187.62,60.28,-59.75,-7.99
188.57,59.86,-59.19,-8.92
189.52,60.10,-59.27,-9.94
190.48,60.15,-59.14,-10.94
191.43,59.86,-58.67,-11.86
192.38,60.01,-58.61,-12.87
193.33,59.96,-58.34,-13.83
194.29,59.58,-57.74,-14.70
195.24,59.43,-57.34,-15.62
196.19,59.18,-56.83,-16.50
197.14,59.16,-56.53,-17.44
198.10,59.30,-56.36,-18.42
199.05,59.45,-56.19,-19.40
200.00,59.58,-55.99,-20.38
200.95,59.57,-55.63,-21.30
201.90,16.78,-15.57,-6.26
202.86,16.76,-15.45,-6.51
203.81,59.74,-54.65,-24.12
204.76,59.86,-54.35,-25.07
205.71,59.72,-53.81,-25.91
206.67,59.72,-53.37,-26.80
207.62,17.39,-15.41,-8.06
208.57,59.74,-52.46,-28.57
209.52,59.86,-52.08,-29.50
210.48,16.44,-14.17,-8.34
211.43,59.74,-50.97,-31.15
212.38,59.87,-50.56,-32.07
213.33,60.01,-50.14,-32.98
214.29,16.76,-13.85,-9.44
215.24,17.39,-14.20,-10.03
216.19,60.57,-48.88,-35.77
217.14,18.34,-14.62,-11.08
218.10,60.28,-47.44,-37.19
219.05,60.15,-46.71,-37.89
220.00,60.15,-46.07,-38.66
220.95,60.15,-45.43,-39.42
221.90,59.99,-44.65,-40.07
222.86,60.01,-43.99,-40.82
223.81,60.30,-43.51,-41.74
224.76,60.44,-42.91,-42.56
225.71,60.42,-42.19,-43.25
226.67,60.72,-41.67,-44.17
227.62,60.42,-40.73,-44.63
228.57,60.96,-40.34,-45.71
229.52,61.12,-39.67,-46.49
230.48,61.25,-38.98,-47.25
231.43,61.40,-38.28,-48.01
232.38,61.25,-37.39,-48.52
233.33,61.68,-36.83,-49.47
234.29,61.95,-36.16,-50.30
235.24,62.08,-35.40,-51.00
236.19,62.37,-34.71,-51.83
237.14,62.08,-33.68,-52.15
238.10,62.37,-32.96,-52.95
239.05,62.22,-32.00,-53.36
240.00,62.65,-31.32,-54.25
240.95,62.95,-30.56,-55.03
241.90,63.77,-30.03,-56.25
242.86,64.04,-29.22,-56.99
243.81,64.19,-28.33,-57.60
244.76,64.82,-27.64,-58.63
245.71,65.16,-26.80,-59.39
246.67,65.84,-26.08,-60.46
247.62,66.54,-25.34,-61.53
248.57,67.25,-24.57,-62.60
249.52,77.79,-27.21,-72.88
250.48,78.11,-26.11,-73.62
251.43,77.69,-24.74,-73.64
252.38,73.00,-22.10,-69.57
253.33,72.98,-20.93,-69.92
254.29,72.54,-19.65,-69.83
255.24,72.42,-18.45,-70.03
256.19,72.11,-17.21,-70.03
257.14,72.11,-16.05,-70.31
258.10,72.50,-14.96,-70.95
259.05,72.56,-13.79,-71.23
260.00,72.10,-12.52,-71.00
260.95,72.10,-11.34,-71.20
261.90,72.56,-10.22,-71.83
262.86,72.56,-9.02,-71.99
263.81,72.91,-7.86,-72.49
264.76,72.37,-6.61,-72.07
265.71,72.28,-5.40,-72.08
266.67,71.84,-4.18,-71.72
267.62,71.67,-2.98,-71.61
268.57,71.57,-1.78,-71.55
269.52,71.49,-0.59,-71.48
270.48,71.49,0.59,-71.48
271.43,70.96,1.77,-70.94
272.38,70.86,2.94,-70.79
273.33,70.75,4.11,-70.63
274.29,70.69,5.28,-70.49
275.24,70.69,6.45,-70.39
276.19,55.69,6.01,-55.37
277.14,55.69,6.92,-55.26
278.10,55.69,7.84,-55.14
279.05,70.24,11.05,-69.37
280.00,70.60,12.26,-69.53
280.95,56.81,10.79,-55.78
281.90,69.97,14.43,-68.47
282.86,55.96,12.45,-54.56
283.81,55.98,13.36,-54.36
284.76,55.96,14.26,-54.12
285.71,55.96,15.16,-53.87
286.67,69.70,19.99,-66.77
287.62,69.72,21.10,-66.45
288.57,69.80,22.23,-66.17
289.52,69.80,23.33,-65.79
290.48,55.96,19.58,-52.43
291.43,69.89,25.53,-65.06
292.38,69.89,26.61,-64.62
293.33,58.46,23.16,-53.68
294.29,69.89,28.74,-63.70
295.24,58.48,24.93,-52.90
296.19,69.97,30.88,-62.79
297.14,69.99,31.93,-62.28
298.10,70.07,33.00,-61.82
299.05,70.07,34.02,-61.26
300.00,70.18,35.09,-60.77
300.95,70.16,36.08,-60.17
301.90,70.24,37.12,-59.63
302.86,70.75,38.39,-59.44
303.81,70.41,39.18,-58.51
304.76,70.96,40.46,-58.29
305.71,71.04,41.47,-57.68
306.67,71.30,42.58,-57.19
307.62,71.59,43.70,-56.70
308.57,72.28,45.07,-56.51
309.52,72.54,46.16,-55.95
310.48,73.15,47.48,-55.64
311.43,73.42,48.58,-55.05
312.38,67.54,45.53,-49.89
313.33,66.11,45.37,-48.09
314.29,74.39,51.94,-53.25
315.24,65.71,46.65,-46.27
316.19,65.16,47.02,-45.11
317.14,74.58,54.67,-50.73
318.10,65.30,48.60,-43.61
319.05,69.26,52.31,-45.39
320.00,64.87,49.69,-41.70
320.95,64.74,50.28,-40.78
321.90,64.87,51.05,-40.02
322.86,64.04,51.05,-38.67
323.81,64.46,52.03,-38.06
324.76,64.46,52.65,-37.19
325.71,65.01,53.71,-36.62
326.67,64.60,53.97,-35.50
327.62,64.18,54.20,-34.37
328.57,64.18,54.76,-33.46
329.52,64.19,55.32,-32.56
330.48,63.61,55.35,-31.35
331.43,63.77,56.00,-30.50
332.38,63.75,56.49,-29.55
333.33,62.87,56.18,-28.21
334.29,63.07,56.82,-27.37
335.24,62.88,57.10,-26.34
336.19,63.34,57.95,-25.57
337.14,62.66,57.74,-24.34
338.10,63.21,58.64,-23.58
339.05,63.21,59.03,-22.60
340.00,62.65,58.87,-21.43
340.95,62.51,59.09,-20.40
341.90,62.80,59.69,-19.50
342.86,62.51,59.73,-18.42
343.81,62.63,60.14,-17.46
344.76,62.08,59.90,-16.32
345.71,63.36,61.40,-15.63
346.67,63.34,61.63,-14.61
347.62,62.78,61.32,-13.46
348.57,62.51,61.27,-12.39
349.52,61.95,60.92,-11.26
350.48,61.81,60.96,-10.23
351.43,61.39,60.70,-9.15
352.38,37.47,37.14,-4.97
353.33,37.47,37.21,-4.35
354.29,37.47,37.28,-3.73
355.24,37.49,37.36,-3.11
356.19,35.89,35.81,-2.38
357.14,35.87,35.83,-1.79
358.10,35.87,35.85,-1.19
359.05,36.11,36.10,-0.60
360.00,36.11,36.11,0.00
