s,distanza
11.18,60.13
11.25,60.13
11.32,60.13
11.38,60.13
11.45,60.13
11.51,60.13
11.58,59.99
11.64,60.13
11.71,60.13
11.78,36.11
11.84,36.09
11.91,60.13
11.97,36.09
12.04,60.13
12.11,60.13
12.17,59.96
12.24,60.13
12.30,36.11
12.37,36.11
12.43,60.11
12.50,36.11
12.57,60.13
12.63,60.13
12.70,36.11
12.76,60.11
12.83,60.13
12.89,60.13
12.96,60.15
13.03,59.99
13.09,36.11
13.16,60.15
13.22,60.15
13.29,60.25
13.36,60.13
13.42,36.11
13.49,60.13
13.55,60.13
13.62,36.11
13.68,60.13
13.75,36.11
13.82,60.03
13.88,60.13
13.95,60.13
14.01,36.11
14.08,60.13
14.14,60.13
14.21,60.13
14.28,60.11
14.34,60.13
14.41,60.13
14.47,60.13
14.54,36.11
14.61,60.13
14.67,60.15
14.74,60.13
14.80,60.13
14.87,60.13
14.93,60.13
15.00,60.13
15.07,60.15
15.13,60.13
15.20,60.13
15.26,59.47
15.33,60.13
15.39,60.13
15.46,60.10
15.53,60.13
15.59,60.13
15.66,60.15
15.72,60.15
15.79,60.11
15.86,60.13
15.92,60.13
15.99,60.15
16.05,60.15
16.12,60.13
16.18,60.13
16.25,60.13
16.32,60.13
16.38,60.13
16.45,60.13
16.51,60.15
16.58,60.13
16.64,60.13
16.71,60.13
16.78,60.11
16.84,60.13
16.91,60.13
16.97,60.13
17.04,60.13
17.11,60.13
17.17,60.13
17.24,60.13
17.30,60.13
17.37,60.15
17.43,60.13
17.50,60.13
17.57,60.13
17.63,60.13
17.70,60.13
17.76,60.13
17.83,60.13
17.89,60.13
17.96,60.13
18.03,60.13
18.09,60.13
18.16,60.11
18.22,60.13
18.29,60.13
18.36,60.15
18.42,36.11
18.49,60.13
18.55,60.13
18.62,60.13
18.68,60.13
18.75,60.13
18.82,60.13
18.88,60.13
18.95,60.13
19.01,60.11
19.08,60.15
19.14,60.13
19.21,60.13
19.28,36.09
19.34,36.11
19.41,60.13
19.47,60.13
19.54,60.13
19.61,60.15
19.67,60.13
19.74,60.15
19.80,60.11
19.87,60.13
19.93,60.13
20.00,60.11
20.07,60.13
20.13,60.13
20.20,60.13
20.26,36.09
20.33,60.13
20.39,60.11
20.46,61.91
20.53,60.13
20.59,60.13
20.66,60.13
20.72,60.11
20.79,60.13
20.86,60.15
20.92,60.13
20.99,60.15
21.05,60.15
21.12,36.11
21.18,60.11
21.25,60.13
21.32,60.13
21.38,60.13
21.45,60.13
21.51,60.13
21.58,60.13
21.64,60.13
21.71,60.13
21.78,60.13
21.84,60.15
21.91,60.15
21.97,60.13
22.04,60.13
22.11,60.13
22.17,60.15
22.24,60.13
22.30,60.13
22.37,60.15
22.43,60.11
22.50,60.13
22.57,60.13
22.63,60.13
22.70,60.13
22.76,60.15
22.83,60.15
22.89,60.13
22.96,60.13
23.03,60.13
23.09,60.13
23.16,60.13
23.22,60.13
23.29,60.11
23.36,60.13
23.42,60.13
23.49,60.15
23.55,60.13
23.62,60.13
23.68,60.13
23.75,60.13
23.82,60.13
23.88,60.13
23.95,60.13
24.01,60.15
24.08,60.13
24.14,60.13
24.21,60.13
24.28,60.15
24.34,60.13
24.41,60.15
24.47,60.13
24.54,60.15
24.61,60.13
24.67,60.13
24.74,58.70
24.80,60.15
24.87,60.13
24.93,60.15
25.00,60.13
