angolo,distanza,x,y
0.95,154.73,154.71,2.57
1.90,155.18,155.09,5.14
2.85,154.75,154.56,7.69
3.80,136.51,136.21,9.05
4.75,134.84,134.38,11.16
5.70,124.86,124.25,12.40
6.65,123.98,123.15,14.36
7.60,124.25,123.16,16.43
8.55,123.71,122.33,18.39
9.50,124.07,122.36,20.47
10.45,124.51,122.44,22.58
11.40,124.86,122.40,24.68
12.35,133.67,130.58,28.59
13.30,124.07,120.74,28.54
14.25,122.47,118.70,30.14
15.20,122.81,118.51,32.19
16.15,121.92,117.11,33.91
17.10,121.40,116.03,35.69
18.05,120.89,114.94,37.45
19.00,120.77,114.19,39.31
19.95,120.79,113.54,41.21
20.90,120.77,112.82,43.08
21.85,120.79,112.11,44.95
22.80,120.63,111.21,46.74
23.75,120.50,110.29,48.52
24.70,120.24,109.24,50.24
25.65,119.65,107.86,51.78
26.60,119.63,106.97,53.56
27.55,119.53,105.98,55.28
28.50,119.61,105.12,57.07
29.45,119.53,104.09,58.76
30.40,119.44,103.02,60.43
31.35,119.43,101.99,62.12
32.30,119.36,100.89,63.77
33.25,119.34,99.81,65.43
34.20,119.36,98.72,67.08
35.15,119.36,97.60,68.71
36.09,119.36,96.45,70.32
37.04,119.36,95.27,71.91
37.99,119.32,94.03,73.45
38.94,119.36,92.83,75.02
39.89,119.29,91.52,76.51
40.84,119.36,90.29,78.06
41.79,119.36,88.99,79.55
42.74,119.34,87.64,81.00
43.69,119.36,86.30,82.45
44.64,119.34,84.91,83.86
45.59,119.71,83.77,85.52
46.54,119.76,82.37,86.94
47.49,71.96,48.62,53.05
48.44,73.13,48.51,54.73
49.39,119.37,77.70,90.63
50.34,119.36,76.17,91.89
51.29,119.36,74.64,93.14
52.24,119.34,73.07,94.35
53.19,73.47,44.02,58.83
54.14,73.05,42.79,59.20
55.09,72.61,41.55,59.54
56.04,72.61,40.56,60.22
56.99,72.96,39.75,61.19
57.94,73.39,38.95,62.20
58.89,73.41,37.93,62.85
59.84,119.80,60.19,103.58
60.79,73.03,35.64,63.75
61.74,119.80,56.72,105.52
62.69,120.22,55.16,106.82
63.64,72.32,32.11,64.80
64.59,72.32,31.03,65.32
65.54,72.33,29.95,65.84
66.49,39.88,15.91,36.57
67.44,37.83,14.51,34.93
68.39,37.83,13.93,35.17
69.34,37.83,13.35,35.39
70.29,37.83,12.76,35.61
71.24,35.77,11.50,33.87
72.19,37.15,11.36,35.36
73.14,35.99,10.44,34.44
74.09,36.45,9.99,35.05
75.04,36.91,9.53,35.66
75.99,53.52,12.96,51.92
76.94,37.13,8.39,36.17
77.89,55.71,11.69,54.47
78.84,53.52,10.36,52.50
79.79,52.65,9.33,51.82
80.74,53.86,8.67,53.15
81.69,54.03,7.81,53.46
82.64,54.03,6.92,53.58
83.59,53.01,5.92,52.67
84.54,52.00,4.95,51.77
85.49,49.81,3.92,49.66
86.44,50.98,3.17,50.88
87.39,52.17,2.38,52.12
88.34,42.38,1.23,42.36
89.29,52.50,0.65,52.49
90.24,52.84,-0.22,52.84
91.19,52.00,-1.08,51.99
92.14,51.49,-1.92,51.46
93.09,51.49,-2.77,51.42
94.04,52.34,-3.68,52.21
94.99,52.67,-4.58,52.47
95.94,52.68,-5.45,52.40
96.89,53.53,-6.42,53.15
97.84,54.03,-7.37,53.52
98.79,56.00,-8.55,55.34
99.74,38.73,-6.55,38.17
100.69,37.37,-6.93,36.72
101.64,37.37,-7.54,36.60
102.59,37.81,-8.24,36.90
103.54,37.38,-8.75,36.34
104.49,37.37,-9.35,36.18
105.44,36.91,-9.82,35.58
106.39,36.45,-10.28,34.97
107.34,36.67,-10.93,35.00
108.28,36.67,-11.50,34.82
109.23,36.67,-12.08,34.62
110.18,36.69,-12.66,34.43
111.13,36.23,-13.06,33.79
112.08,36.91,-13.88,34.20
113.03,35.53,-13.90,32.70
113.98,36.67,-14.91,33.50
114.93,35.77,-15.08,32.43
115.88,35.75,-15.61,32.16
116.83,36.43,-16.45,32.51
117.78,35.55,-16.57,31.45
118.73,35.53,-17.08,31.16
119.68,35.53,-17.59,30.87
120.63,35.02,-17.84,30.13
