angolo,distanza,x,y
0.95,63.33,63.32,1.06
1.91,63.33,63.29,2.11
2.86,63.33,63.25,3.16
3.82,63.33,63.18,4.22
4.77,63.34,63.12,5.27
5.73,63.33,63.01,6.32
6.68,63.34,62.91,7.37
7.64,63.31,62.75,8.42
8.59,63.33,62.61,9.46
9.55,63.33,62.45,10.51
10.50,63.33,62.26,11.54
11.46,62.90,61.65,12.50
12.41,63.41,61.93,13.63
13.37,63.31,61.59,14.64
14.32,63.31,61.34,15.66
15.28,63.33,61.09,16.69
16.23,62.90,60.39,17.58
17.19,63.33,60.50,18.71
18.14,62.90,59.77,19.59
19.10,63.33,59.84,20.72
20.05,62.90,59.09,21.57
21.01,63.33,59.12,22.70
21.96,62.90,58.34,23.52
22.92,63.33,58.33,24.66
23.87,63.33,57.91,25.63
24.83,63.33,57.47,26.59
25.78,63.33,57.02,27.54
26.74,63.31,56.54,28.48
27.69,63.33,56.07,29.43
28.65,63.33,55.57,30.36
29.60,63.33,55.06,31.28
30.56,62.90,54.16,31.98
31.51,63.33,53.99,33.10
32.47,63.34,53.44,34.00
33.42,62.92,52.51,34.65
34.38,62.90,51.91,35.52
35.33,63.33,51.66,36.62
36.29,62.92,50.72,37.24
37.24,63.34,50.43,38.33
38.20,63.34,49.78,39.17
39.15,63.33,49.11,39.98
40.11,63.34,48.45,40.81
41.06,63.33,47.75,41.60
42.02,63.33,47.05,42.39
42.97,63.33,46.33,43.16
43.93,63.33,45.61,43.93
44.88,63.33,44.87,44.68
45.84,63.61,44.32,45.63
46.79,62.17,42.57,45.31
47.75,63.60,42.76,47.07
48.70,64.16,42.34,48.20
49.66,63.33,41.00,48.26
50.61,63.73,40.44,49.26
51.56,64.02,39.80,50.15
52.52,63.19,38.45,50.14
53.47,63.75,37.94,51.23
54.43,63.33,36.84,51.51
55.38,65.13,37.00,53.60
56.34,64.72,35.87,53.87
57.29,64.72,34.97,54.46
58.25,68.19,35.88,57.98
59.20,75.36,38.58,64.73
60.16,75.36,37.50,65.37
61.11,71.28,34.43,62.41
62.07,74.38,34.84,65.71
63.02,74.83,33.95,66.69
63.98,74.29,32.59,66.76
64.93,73.85,31.29,66.89
65.89,74.29,30.35,67.81
66.84,61.23,24.08,56.30
67.80,60.67,22.93,56.17
68.75,76.16,27.60,70.98
69.71,60.11,20.85,56.38
70.66,59.13,19.58,55.79
71.62,59.30,18.70,56.27
72.57,58.58,17.54,55.89
73.53,58.45,16.57,56.05
74.48,58.46,15.64,56.33
75.44,58.46,14.70,56.58
76.39,58.87,13.85,57.22
77.35,58.99,12.92,57.56
78.30,58.45,11.85,57.23
79.26,58.46,10.90,57.44
80.21,58.46,9.94,57.61
81.17,58.46,8.98,57.77
82.12,58.45,8.01,57.89
83.08,58.45,7.04,58.02
84.03,58.46,6.08,58.15
84.99,58.33,5.10,58.10
85.94,57.61,4.08,57.47
86.90,57.63,3.12,57.55
87.85,58.02,2.18,57.98
88.81,57.05,1.19,57.04
89.76,57.49,0.24,57.49
90.72,57.90,-0.72,57.90
91.67,57.90,-1.69,57.88
92.63,57.88,-2.65,57.82
93.58,57.32,-3.58,57.21
94.54,57.19,-4.52,57.01
95.49,58.02,-5.55,57.75
96.45,57.48,-6.45,57.11
