angolo,distanza,x,y
0.94,116.93,116.91,1.92
1.88,115.46,115.40,3.79
2.82,118.10,117.96,5.81
3.76,118.37,118.12,7.76
4.70,420.29,418.88,34.44
5.64,35.92,35.75,3.53
6.58,420.89,418.11,48.23
7.52,36.60,36.29,4.79
8.46,35.68,35.29,5.25
9.40,35.21,34.73,5.75
10.34,34.68,34.12,6.22
11.28,35.44,34.76,6.93
12.22,34.94,34.14,7.39
13.16,34.42,33.52,7.84
14.10,34.42,33.39,8.39
15.04,33.92,32.75,8.80
15.98,34.68,33.34,9.55
16.92,34.15,32.67,9.94
17.86,34.17,32.52,10.48
18.80,33.66,31.86,10.85
19.74,34.42,32.40,11.63
20.68,33.92,31.73,11.98
21.62,33.92,31.53,12.50
22.56,34.68,32.03,13.30
23.50,35.44,32.51,14.13
24.44,34.70,31.59,14.35
25.38,34.68,31.33,14.86
26.32,33.40,29.94,14.81
27.26,33.39,29.68,15.29
28.20,32.88,28.98,15.54
29.14,32.86,28.70,16.00
30.08,32.88,28.45,16.48
31.02,32.88,28.18,16.94
31.96,32.88,27.89,17.40
32.90,32.37,27.18,17.58
33.84,32.88,27.31,18.31
34.78,32.88,27.00,18.75
35.72,32.37,26.28,18.90
36.66,32.37,25.97,19.32
37.60,31.86,25.24,19.44
38.54,31.86,24.92,19.85
39.48,32.62,25.18,20.74
40.42,32.61,24.82,21.14
41.36,32.62,24.49,21.56
42.30,32.62,24.13,21.95
43.24,32.62,23.77,22.35
44.18,32.62,23.40,22.73
45.12,32.62,23.02,23.12
46.06,32.62,22.64,23.49
47.00,32.62,22.25,23.86
47.94,32.11,21.51,23.84
48.88,32.50,21.38,24.49
49.82,32.61,21.04,24.91
50.76,32.64,20.65,25.28
51.70,32.61,20.21,25.59
52.64,32.62,19.80,25.93
53.58,33.13,19.67,26.66
54.52,33.13,19.23,26.98
55.46,31.84,18.05,26.23
56.40,33.13,18.34,27.60
57.34,33.13,17.88,27.89
58.28,33.15,17.43,28.20
59.22,32.37,16.57,27.81
60.16,32.37,16.11,28.08
61.10,32.37,15.64,28.34
62.04,32.37,15.18,28.59
62.98,33.66,15.29,29.99
63.92,33.64,14.79,30.22
64.86,34.17,14.52,30.93
65.80,34.17,14.01,31.17
66.74,34.15,13.49,31.38
67.68,35.21,13.37,32.57
68.62,35.44,12.92,33.00
69.56,35.68,12.46,33.44
70.50,40.02,13.36,37.72
71.44,40.92,13.03,38.79
72.38,40.94,12.39,39.01
73.32,41.38,11.88,39.64
74.26,41.85,11.36,40.28
75.20,43.28,11.06,41.85
76.14,42.48,10.18,41.25
77.08,42.50,9.51,41.42
78.02,43.49,9.03,42.54
78.96,42.30,8.10,41.51
79.90,42.50,7.46,41.84
80.84,42.69,6.80,42.14
81.78,18.05,2.58,17.87
82.72,17.71,2.25,17.57
83.66,17.10,1.89,17.00
84.60,17.42,1.64,17.35
85.54,16.41,1.28,16.36
86.48,16.78,1.03,16.75
87.42,16.13,0.73,16.12
88.36,16.46,0.47,16.45
89.30,16.46,0.20,16.45
90.23,16.46,-0.07,16.46
91.17,16.78,-0.34,16.78
92.11,15.83,-0.58,15.82
93.05,15.83,-0.84,15.80
93.99,15.83,-1.10,15.79
94.93,16.15,-1.39,16.09
95.87,16.15,-1.65,16.07
96.81,16.15,-1.92,16.04
97.75,16.15,-2.18,16.00
98.69,16.13,-2.44,15.95
99.63,15.16,-2.54,14.95
100.57,15.15,-2.78,14.89
101.51,15.50,-3.09,15.19
102.45,15.52,-3.35,15.16
103.39,15.83,-3.67,15.40
104.33,15.83,-3.92,15.33
105.27,15.83,-4.17,15.27
106.21,15.83,-4.42,15.20
107.15,14.82,-4.37,14.16
108.09,14.82,-4.60,14.09
109.03,14.82,-4.83,14.01
109.97,14.82,-5.06,13.93
110.91,15.15,-5.41,14.15
111.85,15.16,-5.64,14.07
112.79,15.15,-5.87,13.96
113.73,15.16,-6.10,13.88
114.67,15.16,-6.33,13.78
115.61,15.16,-6.56,13.67
116.55,15.16,-6.78,13.56
117.49,15.16,-7.00,13.45
118.43,15.18,-7.23,13.35
119.37,15.16,-7.44,13.21
120.31,15.16,-7.65,13.09
121.25,16.13,-8.37,13.79
122.19,16.15,-8.60,13.67
123.13,15.16,-8.29,12.70
124.07,15.16,-8.50,12.56
125.01,15.16,-8.70,12.42
125.95,15.52,-9.11,12.56
126.89,15.50,-9.31,12.40
127.83,15.50,-9.51,12.25
128.77,15.50,-9.71,12.09
129.71,15.16,-9.69,11.67
130.65,15.83,-10.31,12.01
131.59,16.78,-11.14,12.55
132.53,15.50,-10.48,11.42
133.47,16.47,-11.33,11.95
134.41,16.15,-11.30,11.54
135.35,15.83,-11.26,11.12
136.29,16.46,-11.90,11.37
137.23,16.15,-11.86,10.97
138.17,15.83,-11.79,10.55
139.11,16.78,-12.68,10.98
140.05,16.78,-12.86,10.77
140.99,17.71,-13.76,11.15
141.93,16.46,-12.96,10.15
142.87,16.47,-13.13,9.94
143.81,17.41,-14.05,10.28
144.75,17.42,-14.23,10.06
145.69,18.36,-15.17,10.35
146.63,17.08,-14.27,9.40
147.57,21.52,-18.17,11.54
148.51,21.22,-18.09,11.08
149.45,18.68,-16.09,9.50
150.39,29.53,-25.67,14.59
151.33,29.53,-25.91,14.17
152.27,19.62,-17.37,9.13
153.21,30.06,-26.83,13.55
154.15,28.19,-25.37,12.29
155.09,28.19,-25.56,11.87
156.03,28.19,-25.76,11.45
156.97,28.19,-25.94,11.03
157.91,28.19,-26.12,10.60
158.85,26.47,-24.69,9.55
159.79,25.60,-24.03,8.84
160.73,25.60,-24.17,8.45
161.67,25.60,-24.30,8.05
162.61,25.60,-24.43,7.65
163.55,25.58,-24.54,7.24
164.49,25.60,-24.67,6.85
165.43,25.60,-24.78,6.44
166.37,24.75,-24.06,5.83
167.31,25.69,-25.06,5.64
168.25,24.75,-24.23,5.04
169.19,24.74,-24.30,4.64
170.13,23.89,-23.53,4.09
171.07,23.87,-23.58,3.70
172.01,23.89,-23.65,3.32
172.95,26.47,-26.27,3.25
173.89,27.32,-27.16,2.91
174.83,25.31,-25.21,2.28
175.77,26.76,-26.69,1.97
176.71,28.75,-28.70,1.65
177.65,27.91,-27.89,1.14
178.59,27.91,-27.91,0.69
179.53,27.90,-27.90,0.23
180.47,28.19,-28.19,-0.23
181.41,29.02,-29.01,-0.71
182.35,26.74,-26.72,-1.10
183.29,27.61,-27.56,-1.58
184.23,28.48,-28.40,-2.10
185.17,27.03,-26.92,-2.44
186.11,27.90,-27.74,-2.97
187.05,27.90,-27.69,-3.42
187.99,27.90,-27.63,-3.88
188.93,27.91,-27.58,-4.33
189.87,27.74,-27.33,-4.76
190.81,27.88,-27.39,-5.23
191.75,27.91,-27.33,-5.68
192.69,27.34,-26.67,-6.00
193.63,27.34,-26.57,-6.44
194.57,26.74,-25.88,-6.73
195.51,27.51,-26.50,-7.35
196.45,27.34,-26.22,-7.74
197.39,26.76,-25.54,-8.00
198.33,26.74,-25.38,-8.41
199.27,26.76,-25.26,-8.83
200.21,27.62,-25.92,-9.54
201.15,26.18,-24.42,-9.45
202.09,26.18,-24.26,-9.84
203.03,26.18,-24.09,-10.24
203.97,27.03,-24.70,-10.98
204.91,26.45,-23.99,-11.14
205.85,26.47,-23.82,-11.54
206.79,26.47,-23.63,-11.93
207.73,26.47,-23.43,-12.32
208.67,26.47,-23.22,-12.70
209.61,26.47,-23.01,-13.08
210.55,26.47,-22.80,-13.45
211.49,26.47,-22.57,-13.83
212.43,25.89,-21.85,-13.88
213.37,25.89,-21.62,-14.24
214.31,25.89,-21.39,-14.59
215.25,25.89,-21.14,-14.94
216.19,26.47,-21.36,-15.63
217.13,26.45,-21.09,-15.97
218.07,26.47,-20.84,-16.32
219.01,26.74,-20.78,-16.83
219.95,27.03,-20.72,-17.36
220.89,27.03,-20.43,-17.69
221.83,27.05,-20.15,-18.04
222.77,27.03,-19.84,-18.35
223.71,27.05,-19.55,-18.69
224.65,27.05,-19.24,-19.01
225.59,27.03,-18.92,-19.31
226.53,27.03,-18.60,-19.62
227.47,27.03,-18.27,-19.92
228.41,27.05,-17.95,-20.23
229.35,27.90,-18.17,-21.16
230.29,27.32,-17.46,-21.02
231.23,27.90,-17.47,-21.75
232.17,29.02,-17.80,-22.92
233.11,29.00,-17.41,-23.19
234.05,28.19,-16.55,-22.82
234.99,28.19,-16.17,-23.08
235.93,28.19,-15.79,-23.35
236.87,29.53,-16.14,-24.73
237.81,29.53,-15.73,-24.99
238.75,29.27,-15.19,-25.03
239.69,29.02,-14.65,-25.05
240.63,30.06,-14.74,-26.19
241.57,30.57,-14.55,-26.88
242.51,30.31,-13.99,-26.89
243.45,30.82,-13.78,-27.57
244.39,30.82,-13.32,-27.79
245.33,30.82,-12.87,-28.01
246.27,30.82,-12.41,-28.21
247.21,30.82,-11.94,-28.41
248.15,42.64,-15.87,-39.57
249.09,35.68,-12.74,-33.33
250.03,34.41,-11.75,-32.34
250.97,36.14,-11.79,-34.17
251.91,40.92,-12.71,-38.90
252.85,43.10,-12.71,-41.18
253.79,43.08,-12.03,-41.36
254.73,43.10,-11.35,-41.57
255.67,43.10,-10.67,-41.75
256.61,43.08,-9.98,-41.91
257.55,43.08,-9.29,-42.06
258.49,43.10,-8.60,-42.23
259.43,43.08,-7.91,-42.35
260.37,45.27,-7.58,-44.63
261.31,45.66,-6.90,-45.14
262.25,45.27,-6.11,-44.86
263.19,53.40,-6.34,-53.02
264.13,52.89,-5.41,-52.61
265.07,53.74,-4.62,-53.54
266.01,53.24,-3.71,-53.11
266.95,53.23,-2.84,-53.15
267.89,53.23,-1.96,-53.19
268.83,54.06,-1.11,-54.05
269.77,54.08,-0.22,-54.08
270.70,54.59,0.67,-54.58
271.64,55.86,1.60,-55.84
272.58,55.86,2.52,-55.81
273.52,55.86,3.43,-55.76
274.46,111.35,8.67,-111.01
275.40,56.01,5.28,-55.77
276.34,55.61,6.15,-55.27
277.28,90.78,11.51,-90.05
278.22,55.73,7.97,-55.15
279.16,55.74,8.88,-55.03
280.10,111.28,19.52,-109.56
281.04,111.26,21.31,-109.20
281.98,56.01,11.63,-54.79
282.92,111.26,24.89,-108.45
283.86,110.82,26.56,-107.59
284.80,110.84,28.32,-107.16
285.74,111.18,30.17,-107.01
286.68,112.17,32.20,-107.44
287.62,111.62,33.80,-106.38
288.56,115.26,36.69,-109.26
289.50,113.93,38.04,-107.40
290.44,110.38,38.55,-103.43
291.38,110.38,40.25,-102.78
292.32,110.38,41.93,-102.11
293.26,109.96,43.43,-101.02
294.20,109.94,45.07,-100.27
295.14,109.94,46.71,-99.52
