angolo,distanza,x,y
237.14,56.10,-30.44,-47.13
238.10,56.10,-29.65,-47.62
239.05,75.38,-38.77,-64.64
240.00,72.18,-36.09,-62.51
240.95,75.38,-36.60,-65.90
241.90,72.62,-34.20,-64.07
242.86,75.29,-34.35,-67.00
243.81,71.38,-31.51,-64.05
244.76,72.28,-30.82,-65.38
245.71,75.46,-31.04,-68.78
246.67,71.47,-28.31,-65.62
247.62,72.90,-27.76,-67.40
248.57,72.08,-26.33,-67.10
249.52,72.27,-25.28,-67.70
250.48,75.90,-25.37,-71.54
251.43,75.65,-24.09,-71.71
252.38,76.18,-23.06,-72.60
253.33,76.70,-22.00,-73.48
254.29,76.35,-20.68,-73.49
255.24,76.43,-19.48,-73.91
256.19,76.98,-18.37,-74.75
257.14,68.93,-15.34,-67.21
258.10,66.27,-13.67,-64.84
259.05,77.61,-14.74,-76.19
260.00,65.59,-11.39,-64.59
260.95,68.51,-10.77,-67.66
261.90,63.90,-9.00,-63.27
262.86,64.19,-7.98,-63.69
263.81,65.28,-7.04,-64.90
264.76,63.90,-5.83,-63.64
265.71,63.48,-4.74,-63.30
266.67,63.36,-3.68,-63.25
267.62,63.63,-2.64,-63.58
268.57,63.19,-1.58,-63.17
269.52,63.07,-0.52,-63.07
270.48,63.07,0.52,-63.07
271.43,62.51,1.56,-62.49
272.38,62.78,2.61,-62.73
273.33,62.36,3.63,-62.25
274.29,62.78,4.69,-62.61
275.24,62.65,5.72,-62.38
276.19,62.22,6.71,-61.86
277.14,62.49,7.77,-62.01
278.10,62.10,8.75,-61.48
279.05,62.51,9.83,-61.73
280.00,62.37,10.83,-61.43
280.95,61.95,11.77,-60.82
281.90,60.08,12.39,-58.79
282.86,61.81,13.75,-60.26
283.81,61.81,14.75,-60.03
284.76,61.68,15.72,-59.64
285.71,61.68,16.70,-59.37
286.67,61.97,17.77,-59.36
287.62,61.54,18.63,-58.65
288.57,61.81,19.69,-58.59
289.52,61.81,20.66,-58.26
290.48,62.65,21.91,-58.69
291.43,61.66,22.53,-57.40
