angolo,distanza,x,y
278.53,42.38,6.28,-41.91
279.47,42.38,6.98,-41.80
280.42,42.38,7.67,-41.68
281.37,42.40,8.36,-41.57
282.32,44.18,9.42,-43.17
283.26,43.38,9.95,-42.23
284.21,42.98,10.55,-41.66
285.16,41.51,10.86,-40.07
286.11,42.98,11.92,-41.29
287.05,45.58,13.37,-43.57
288.00,45.17,13.96,-42.96
288.95,47.75,15.51,-45.17
289.89,46.97,15.98,-44.17
290.84,46.97,16.71,-43.90
291.79,49.13,18.24,-45.62
292.74,48.77,18.85,-44.98
293.68,47.97,19.27,-43.93
294.63,47.96,19.99,-43.59
295.58,47.57,20.54,-42.90
296.53,49.30,22.02,-44.11
297.47,81.50,37.60,-72.31
298.42,81.92,38.99,-72.05
299.37,81.94,40.19,-71.41
300.32,81.92,41.35,-70.72
301.26,81.92,42.52,-70.03
302.21,81.50,43.44,-68.96
303.16,81.94,44.82,-68.60
304.11,81.94,45.94,-67.85
305.05,81.94,47.06,-67.08
306.00,81.94,48.16,-66.29
306.95,81.82,49.18,-65.39
307.89,81.94,50.33,-64.66
308.84,81.94,51.39,-63.82
309.79,81.94,52.44,-62.96
310.74,82.40,53.77,-62.43
311.68,82.38,54.79,-61.52
312.63,82.38,55.80,-60.61
313.58,82.03,56.54,-59.42
314.53,82.04,57.53,-58.49
315.47,82.47,58.79,-57.83
316.42,82.91,60.06,-57.15
317.37,82.13,60.42,-55.62
318.32,82.55,61.65,-54.90
319.26,82.21,62.29,-53.65
320.21,82.23,63.18,-52.62
321.16,82.65,64.38,-51.84
322.11,83.54,65.92,-51.31
323.05,103.28,82.54,-62.08
324.00,101.13,81.82,-59.44
324.95,100.69,82.43,-57.83
325.89,100.69,83.37,-56.46
326.84,100.35,84.01,-54.89
327.79,100.33,84.89,-53.48
328.74,100.33,85.76,-52.07
329.68,100.37,86.64,-50.66
330.63,100.33,87.44,-49.21
331.58,100.35,88.26,-47.76
332.53,99.91,88.64,-46.09
333.47,99.89,89.38,-44.61
334.42,99.96,90.16,-43.16
335.37,99.89,90.80,-41.63
336.32,99.89,91.48,-40.13
337.26,99.54,91.80,-38.47
338.21,99.96,92.82,-37.10
339.16,99.96,93.42,-35.57
340.11,99.98,94.01,-34.02
341.05,99.96,94.54,-32.46
342.00,99.98,95.08,-30.89
342.95,99.99,95.60,-29.32
343.89,99.98,96.05,-27.73
344.84,99.99,96.52,-26.15
345.79,99.93,96.87,-24.53
346.74,99.98,97.31,-22.94
347.68,99.98,97.68,-21.33
348.63,99.91,97.95,-19.69
349.58,99.98,98.33,-18.08
350.53,99.98,98.61,-16.46
351.47,99.98,98.87,-14.82
352.42,99.98,99.10,-13.19
353.37,99.99,99.32,-11.55
354.32,99.98,99.49,-9.90
355.26,99.98,99.64,-8.26
356.21,99.99,99.78,-6.61
357.16,99.96,99.84,-4.96
358.11,99.99,99.94,-3.31
359.05,99.98,99.96,-1.65
360.00,99.98,99.98,0.00
